acreage,address,category,crops,date,email,name,phone,processed_products,profile,short_description,website
150 Acres,"5341 Old River Road
Ukiah, CA 95482, United States",Farm | ,"Fruit,Grapes For Wine",20151023,,Dark Horse Vineyard,5,,"Biodynamic farm, vineyard and garden.  WE grow grapes and olives.  We also raise sheep and cows.
Cropped: 68  Acres
Total Acreage: 150 Acres","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"26567 North Road
Hotchkiss, CO 81419, United States",,,20170515,,Peak Spirits Farm Distillery,2,"Wine,Wine Red,Wine White",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
400 Acres,"4650 S 5500 W
Victor, ID 83455, United States",Biodynamic | Organic Food Producer and Vendor | Farm | ,"Grains,Barley,Fodder And Grassland,Fodder Crops,Grassland",20141231,,Paradise Springs Farm,4,"Milk Products And Milk Replacers,Milk Cow Full Fat,Cheese,Cheese Cow","Paradise Springs Farm is a 400 acre certified Biodynamic, certified organic dairy located at the base of the Big Hole mountains next to Paradise Springs in Teton Valley, Idaho. Paradise Springs Farm was started in 1999 with the goal to produce the highest quality plants and animals possible through Biodynamic practices. The crop rotations and conservative use of cattle on the land improves the soils, which then produce even better crops, which then produce even better milk. The mostly Brown Swiss cows are the center of attention and you can tell when you sample the dairy products. The love felt for the animals is evident in the milk they produce and the truly raw whole milk cheese. Paradise Springs Farm was the first Raw Grade A Dairy in Idaho holding permit 001.
Cropped: 270 Acres
Total Acreage: 400 Acres","
           “One immediately wonders if there is not something in the life-giving vitamins and minerals of the food that builds not only great physical structures within which their souls reside, but builds minds and hearts capable of a higher type of manhood in which the material values of life are made secondary to individual character.”
           ",www.paradisespringsfarm.com
,"2660 Blue Horizon Road
Sedona, AZ 86336, United States",Retail/Wholesale | Wholesale Organic Distributor | Biodynamic | Organic Food Producer and Vendor | ,,20161010,jon@pacari.com,Pacari Chocolate,2,"Chocolate And Sweets,Chocolate Bars","Pacari Chocolate offers a line of premium organic chocolate created ¨from tree to bar¨ and is the first single-origin organic chocolate made entirely in Ecuador.
It is the only chocolate in the world to have the prestigious Demeter Biodynamic® Certification, the ultimate recognition of sustainability.
Pacari has been growing as an internationally recognized chocolate authority appreciated by chocolate connoisseurs and consumers worldwide, exporting approximately 600,000 chocolate bars annually to more than 30 countries.
We partner directly with small-scale cacao growers to preserve their traditional way of farming, thereby safeguarding the biodiversity of cacao in Ecuador and undertake a number or sustainability programs for the benefit of the cacao-growing communities with which we work.
All of the ingredients are 100% organic and produced according to fair and equitable standards.
RECENT HONORS
FEDEXPOR: Federación Ecuatoriana de Exportadores
FIRST PLACE - Best  Medium Size Exporting Enterprise  (2014, 2013, 2012, 2011)
LONDON CHOCOLATE AWARDS, LONDON - OCTOBER 2013
GOLD: Pacari Chocolate (Ecuador) – 70% Piura-Quemazon
SILVER: Pacari Chocolate (Ecuador) – Raw 70% Cacao
GOLD – Chocolate Maker: Pacari Chocolate (Ecuador) – 70% Piura-Quemazon
GOLD – Growing Country Chocolate: Pacari Chocolate (Ecuador) – 70% Piura-Quemazon
GOLD – Directly Traded Cacao: Pacari Chocolate (Ecuador) – 70% Piura-Quemazon
GOLD – Organic: Pacari Chocolate (Ecuador) – 70% Piura-Quemazon","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.pacari.com
,"14450 Camino del Arroyo
Guerneville, CA 95445, United States",Retail/Wholesale | ,,20170515,cwilkinson2@earthlink.net,Quantum Culture,1,"Textiles,Cotton Fabrics","Quantum Culture is changing the way cotton is grown one t-shirt at a time.
Your source for products made from 100% DEMETER Certified Biodynamic Cotton.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",quantumculture.com
492 Acres,"120024 Everett Drive
Scottsbluff, NE 69361, United States",Biodynamic and Organic Seed Distribution | Biodynamic | Farm | Agriculture Education | ,"Fruit,Raspberries,Strawberries,Vegetables,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Peas Green,Pepper Capsicum,Potatoes,Pumpkin,Radishes Red,Rhubarb,Shallots,Spinach,Spring Onions,Tomatoes,Turnips,Watermelons,Herbs And Spices,Basil,Coriander,Dill,Fennel Spice,Lemon Balm,Parsley,Sage,Legumes,Beans,Peas,Grains,Triticale,Fodder And Grassland,Fodder Crops,Grassland,Seeds And Seedlings,Flower Seeds,Seeds,Vegetable Seeds,Seed Potatoes,Oil Crops,Sunflowers,Other Crops,Other Annual Crops,Other Permanent Crops",20151023,,Meadowlark Hearth,1,,"We aim to pass our farm on to young people who dedicate themselves to farming collabortively to cultivate, harvest, clean and distribute Demeter certified Biodynamic (R) and organic seed that comes out of a farm organism including animals and Community Supported Agriculture.  To this end our edeavors are educational. We are seeking to help this along through our Living Environment Foundation.  Please enquire if you are interested to participate in these goals or are able to contribute financial aid for the young people to do this.
Cropped: 100 with hay and 4 acres with vegetables and seed Acres
Total Acreage: 492 Acres","
           “carefully grown vegetable SEED from our garden to yours”
           
         ",www.meadowlarkhearth.org
,"20 Triform Road
Hudson, NY 12534, United States",,"Fruit,Blackberries,Gooseberries,Plums,Raspberries,Vegetables,Beetroot,Cabbage,Carrots,Celery,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Pepper Capsicum,Radishes Red,Silver Beet,Tomatoes,Turnips,Watermelons,Herbs And Spices,Basil,Fennel Spice,Legumes,Beans,Peas Green,Grains,Buckwheat,Oats,Rye,Wheat Winter,Fodder And Grassland,Fodder Crops,Grassland,Other Crops,Other Annual Crops",20150105,,Triform Camphill Community,2,"Meat And Eggs,Beef,Pork,Milk Products And Milk Replacers,Milk Cow Full Fat",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"80 Ring Road
Copake, NY 12516, United States",,"Fruit,Raspberries,Vegetables,Chicory Leaf-Witloof,Dandelion,Pepper Capsicum,Herbs And Spices,Basil,Calendula,Chamomile,Coriander,Dill,Fennel Spice,Horsetail,Lavender,Lemon Balm,Lovage,Mallow,Marjoram,Medicinal Herbs,Mustard,Nettle,Oregano,Parsley,Rosemary,Sage,Savory,Spices,Stevia,Tarragon,Thyme,Valerian,Grains,Oats",20170525,,The Healing Plant,8,"Herbs And Spices And Salt,Caraway,Garlic,Spices Mixed,Other Herbs,Other Plant Extracts,Tea,Herbal Tea",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"11505 Perpetual Drive
Odessa, FL 33556, United States",,,20160715,,Seitenbacher America LLC,1,"Frozen Bakery Products,Oils And Fats,Olive Oil,Sunflower Seed Oil,Other Oils",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"15765 Muddy Valley Road
McMinnville, OR 97128, United States",Winery | ,,20151023,,Maysara Winery,1,"Wine,Wine Red,Wine Rosé,Wine White",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",maysara.com
,"Post Office Box 610
Forestville, CA 95436, United States",Winery | ,,20170519,clientservices@radiocoteau.com,"Radio-Coteau Wine Cellars, LLC",P,"Wine,Wine Red","Established in 2002 by winegrower and proprietor Eric Sussman, Radio-Coteau works closely with select cool-climate coastal vineyard sites in Western Sonoma County and Anderson Valley to produce wines with vibrant, balanced fruit and a distinct sense of place. Focus is on detailed and sustainable viticulture in conjunction with a natural, non-interventionist approach in the cellar to more accurately reflect the unique character of each site and season. The winery is situated in Sebastopol, and the estate vineyard is located in the hills above Occidental.","
           “Sometimes the hardest thing to do is nothing at all.”
           ",www.radiocoteau.com
,"18501 Greenwood Road
Philo, CA 95466, United States",,"Fruit,Apples,Grapes,Peaches,Pears,Persimmon,Plums,Quinces,Raspberries,Vegetables,Artichokes,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chinese Cabbage,Cucumbers,Endive,Eggplant,Kale,Lettuce,Leek,Onions,Okra,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radicchio,Radishes Red,Silver Beet,Spinach,Spring Onions,Tomatoes,Turnips,Herbs And Spices,Arnica,Basil,Chamomile,Cress,Dill,Echinacea,Herbs,Hyssop,Lemon Balm,Nettle,Sage,Savory,Valerian,Legumes,Beans,Peas Green,Grains,Buckwheat,Sweet Corn,Seeds And Seedlings,Seeds,Vegetable Seeds,Other Crops,Other Annual Crops",20170524,,The Apple Farm,1,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"2231 McNab Ranch Road
Ukiah, CA 95482, United States",Vineyard | Winery | ,"Fruit,Apples,Apricots,Cherries,Grapes For Wine,Nectarines,Olives,Peaches,Pears,Plums,Herbs And Spices,Lavender",20151023,www.bonterra.com,Bonterra Vineyards,2,,"At Bonterra, we passionately believe that organic and Biodynamic grapes make better wine. Bonterra has been producing wine from 100% organically grown grapes since 1993 and Biodynamic grapes since 2004. All of our grapes are grown with the utmost respect for the land, animals, people and systems that surround them taking into account the balance of the entire ecosystem. Our practices produce grapes that offer a quality of fruit and vibrancy of taste that allows us to create wines that express the purity and intensity of each varietal’s unique character. You can taste our natural commitment to producing the wines of great taste and excitement in every sip of Bonterra, which is why we believe they are among the very best you’ll experience.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"5 Hamilton Landing, Suite 100
Novato, CA 94949",Organic Beverages | ,,20170525,wholesale@republicoftea.com,The Republic of Tea,5,"Tea,Herbal Tea,Chai Tea,Black Tea,Green Tea,Speciality Teas","The Republic of Tea enriches people’s lives through its premium teas, education and innovation, as it emphasizes a “Sip by Sip Rather Than Gulp by Gulp” lifestyle. Founded in 1992, The Republic of Tea sparked a specialty tea revolution. Today the brand offers an unequaled selection of the highest-quality teas, herbal blends, books and nature-inspired sip ware, available exclusively at specialty retailers throughout the U.S. Further, The Republic of Tea is mindful of how its actions impact the greater community and actively supports worthy organizations like the Whole Planet Foundation, the Prostate Cancer Foundation, Room to Read, Action Against Hunger, The Ethical Tea Partnership, Rainforest Alliance certification and Non-GMO Project verification. For more information, please visit www.REPUBLICofTEA.com or call 1.800.298.4832. Follow The Republic of Tea on Twitter at twitter.com/republicoftea and Like us on Facebook at www.facebook.com/RepublicofTea.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.republicoftea.com
,"Central and Hobson Avenues
Greenfield, CA 93960, United States",,"Fruit,Grapes For Wine",20151024,,Bonny Doon - Vineyards,C,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"328 Ingalls Street
Santa Cruz, CA 95060, United States",,,20151024,,Bonny Doon Winery,3,"Wine,Wine Red,Wine White",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"12550 Valley Ford Road
Petaluma, CA 94952",,"Vegetables,Broccoli,Garlic,Lettuce,Leek,Tomatoes",20151024,,"Bloomfield Organics, LLC",1,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
Benziger Ranch is 35 acres of grapes Acres,"1883 London Ranch Road
Glen Ellen, CA 95442, United States",Winery | ,"Fruit,Apples,Apricots,Cherries,Figs,Grapes For Wine,Lemons,Lime,Olives,Peaches,Pears,Persimmon,Plums,Vegetables,Asparagus,Cucumbers,Eggplant,Melons,Pepper Capsicum,Tomatoes,Herbs And Spices,Basil,Chamomile,Medicinal Herbs,Nettle,Parsley,Sage,Thyme,Valerian,Nuts,Walnuts,Legumes,Beans,Fodder And Grassland,Grassland,Other Crops,Other Annual Crops",20151023,,Benziger Family Winery,1,"Oils And Fats,Olive Oil,Wine,Wine Red,Wine Rosé,Wine White","At Benziger, we’re about three things: family, great wine and healthy vineyards. For more than thirty years we’ve searched Sonoma County for the most distinctive and expressive vineyards. Once found, we tended these sites using certified Biodynamic, organic and sustainable farming methods. The result is a portfolio of authentic and memorable wines.
Enjoy an exclusive wine tour and tasting at our Glen Ellen winery. Voted best Sonoma winery experience of 2012!
Total Acreage: Benziger Ranch is 35 acres of grapes Acres","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.benziger.com
365 Acres,"2065 Via de los Ranchos
Los Olivos, CA 93441, United States",,"Fruit,Grapes For Wine",20151024,,Beckmen-Purisima Vineyards,2,,"Cropped: 126 Acres
Total Acreage: 365 Acres","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"3320 Reche Road
Fallbrook, CA 92028, United States",Farm and On-Farm Processor of Fruits and Herbs | ,"Fruit,Cherimoya Annona Cherimola,Guava,Kumquats,Lemons,Lime,Oranges,Blood Orange,Passion Fruit,Pears,Persimmon,Pomegranates,Satsumas,Herbs And Spices,Bay Leaf,Lemongrass,Other Crops,Other Annual Crops",20150728,,Beck Grove,3,,"As a visionary, I take unusual fruit, without much of a market potential, and create exciting and innovative condiments. As founder and principal of La Vigne Organics, and a Certified Organic Grower, the fruit that I grow has an unmistakably fresh flavor. The organic process enhances the flavor. When they taste my sample oranges at the farmer’s market they come back and buy them. My oranges have a sweeter flavor.
About eighteen years ago I decided to make products from the fruit that my husband, Robert, and I grow on our property. With an abundance of persimmons and kumquats I couldn’t see go to waste I began my line of condiments. Thus, in the spirit of preservation, my first product, dried persimmons, was created. The second product was Kumquat Piquant Sauce, a delightfully unique condiment, which is still marketed.
In the Beck home, cookbooks from almost every culture imaginable line the walls of the study. Helene not only owns these books, but is also a voracious reader and uses ideas garnered from these books to create her innovative line of condiments. “I have merged a long-time interest in multi-cultural cuisine with a passion for nutrition and a lifetime of gourmet cooking into La Vigne products,” she said. That, coupled with a commitment to ecology, has contributed to the development of La Vigne Organic’s distinctive line of gourmet foods made entirely from fruits certified organic by CCOF. “I want consumers to remember our label as a symbol of wonderful tastes leading to good health.”
La Vigne Enterprises was founded in 1994, after Helene and Robert moved to North County San Diego to pursue a healthful lifestyle in a beautiful rural area. They converted a neglected avocado farm into an abundant grove, producing fifteen different fruit crops, all of which are one hundred percent organic. Their grove is devoted to less-mainstream fruits, including kumquats, persimmons, cherimoyas, minneolas and blood oranges.
With Helene’s interest in exotic foods and as an organic grower of tree fruits, she found the opportunity to create delicious sauces, conserves and condiments from the fruit. The gourmet condiments Helene has created under the La Vigne label are Kumquat Conserve, Kumquat Piquant Sauce, Kumquat Ginger Syrup, Blood Orange Syrup, Persimmon Salsa, Persimmon Salad Dressing, Persimmon Chipotle and Dried Fuyu Persimmons. La Vigne also produces purees and juices from the kumquat and the persimmon.
Helene believes that with good, fresh food to start with, you can make tasty dishes. The quality of the soil and its nutrients makes a considerable difference in the flavor of the food grown. The Becks use natural fertilizers and traditional organic farming methods to enrich their land. “It gives me a great feeling of accomplishment when I hear that our fruit – even though it may look like others – has a quality and taste that leads consumers not only to want more but to experiment with new textures and tastes,” said Helene.
“ People are becoming aware that good food is their best medicine, and I feel I can help in a small way through my farming practices,” Helene commented. “It is my goal to continue to add nutritional value and taste to all our fruits.” She also encourages chefs to seek out the La Vigne organic line, which, she is confident, will contribute special values to their culinary creations.
The diverse food industry constantly changes, demanding ingenuity and new ideas. Helene Beck and La Vigne are setting the world on fire with their fresh fruit and condiments. “I am proud and happy to enjoy two roles, as an organic grower of fine, fresh fruits and also a developer of condiments, purées and dried snacks.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.lavignefruits.com
185 Acres,"22000 Highway 29
Middletown, CA 95461, United States",,"Fruit,Grapes For Wine",20151023,,Beaver Creek Vineyards,2,"Wine,Wine Red,Wine Rosé,Wine White","At Beaver Creek, our sheep and goats graze and fertilize our vineyards while pure water brings life in to fertile soil. The micro-flora of the vineyards works harmoniously with the fauna, thus creating a complete circle. We harvest by hand, selecting only the best grapes for our wines. In the cellar, the winemaking process is completely natural, without any additives. Wines are aged in fifty percent new French, Hungarian and American oak. All wine is hand-crafted from beginning to end.
It is very difficult to find one person who believes in Biodynamic and organic agriculture and has the ""know-how"" of wine making process, yet at Beaver Creek we have been fortunate enough to bring together two such personalities: Martin and Joseph. Although each has a different background, they both share the common vision ""to make the best and the healthiest wines in the world.""
Beaver Creek Vineyards is located in Lake County, a truly unique corner of California. With the largest natural freshwater lake entirely in California, appropriately called Clear Lake, this county has been revered for centuries by the native populations of California, who prize the lake and its environs for their healing properties. Mount Konocti, an inactive volcano on the south shore of Clear Lake, gave the Lake County its volcanic soil and helped to create the area's lovely hills full of unspoiled vegetation and flora and its many hot springs, which have been long prized for their healing properties.
In the preface to his famous book, ""Wine, From Heaven on Earth,"" French Biodynamic winemaker Nicholas Joly writes the following: ""Biodynamic, wakes up in some the uncritical admiration, categorical dismissal in others, and yet an absolute misunderstanding in most.""
Beaver Creek uses the Biodynamic process to bring nature back in to balance. Biodynamic is not a method.  It is a direction that is one step beyond organic which we use to create an outstanding, original wine that is an expression of harmony between vines and winemaker. Just one look in a standard vineyard and a Biodynamic vineyard and it is easy to see the difference. A vineyard farmed in the standard way has dead soil, void of any micro creatures, bugs, limited vegetation, vines fortified by artificial fertilizers, sprayed by artificial herbicides.
On the other hand, a Biodynamic vineyard is rich in micro organisms, bugs and animals grazing on a variety of different plants that enrich the soil and the vines. Personal attention with a sense of unity or 'wholeness' with our universe creates a vineyard that is able to naturally express itself. We maintain a minimal impact on the environment and our natural surroundings.
Because of this, the wines don't bear the 'prescribed' taste and flavor of many others. Our wines are original, and we strive to produce a product of the cleanest, purest quality. We don't create our wines in the laboratory. The fragrance and taste of our wine comes only from the elements of nature. We use natural yeast, no filtration and the absolute minimum of amount of sulfites, so people sensitive to sulfites are usually not affected by our wine.
Please join us in promoting unity and balance between nature and humanity - from our vineyard to your table!
Cropped: 22 Acres
Total Acreage: 185 Acres","
           “Let nature create the wonders, and we will work hard to support and enhance her efforts”
           
         ",www.beavercreekvineyards.com
,"5616 Cranberry Lane
Pittsville, WI 54466, United States",,,20151024,,"Badger State Fruit Processing, Inc.",5,Juices,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
162 Acres,"2155 Pickett Road
Calistoga, CA 94515, United States",Vineyard | Winery | ,"Fruit,Grapes For Wine,Olives",20151023,,Araujo Estate,2,,"Since 1971, some of California's most age worthy and intensely flavored Cabernet Sauvignons have been made from grapes grown at the Eisele Vineyard, located on an alluvial fan near the northern end of the Napa Valley, just east of Calistoga. Protected by the Palisades Mountains to the north and cooled by westerly breezes, this 38-acre vineyard is planted on well-drained cobbly soils that produce a low yielding crop of exceptionally concentrated fruit.  Since 1998 we have been committed to farming organically and since 2000 we have employed Biodynamic principles.  For vineyard preparations we grow valerian, horsetail, chamomile, stinging nettles, yarrow and willow, and on our surrounding 120 oak woodland acres we raise Scottish Highland cattle and keep bees.
Cropped: 38 Acres
Total Acreage: 162 Acres","
           “When the Pinault family acquired the historic Eisele Vineyard in the summer of 2013, the family’s three wine estates in France were already practicing Biodynamic farming.  All four properties are linked by more than worldwide recognition for being jewels of their respective regions, they are linked by a forward-looking, obsessive quest for perfection. Biodynamic farming is a part of this quest.”
           
         ",araujoestate.com
26.5 Acres,"8020 Hygiene Road
Longmont, CO 80503, United States",,"Fruit,Apples,Raspberries,Strawberries,Vegetables,Asparagus,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Chicory Root,Courgette,Cucumbers,Eggplant,Florence Fennel,Garlic,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsley Root,Pepper Capsicum,Potatoes,Pumpkin,Radicchio,Radishes Red,Shallots,Spinach,Spring Onions,Sweet Potatoes,Tomatoes,Turnips,Herbs And Spices,Basil,Coriander,Dill,Mint,Mustard,Nettle,Sorrel,Thyme,Verbena,Legumes,Beans,Peas Green,Soy Beans,Grains,Maize Grain,Fodder And Grassland,Fodder Crops,Seeds And Seedlings,Seeds,Vegetable Seeds,Other Crops,Flowers,Ornamental Plants,Other Annual Crops,Other Permanent Crops",20150105,,"Aspen Moon Farm, LLC",8,,"Cropped: 10 Acres
Total Acreage: 26.5 Acres","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"10700 Broadway Road
Moorpark, CA 93021, United States",Biodynamic | Farm | ,"Fruit,Apples,Apricots,Avocados,Blackberries,Blueberries,Cherimoya Annona Cherimola,Cherries,Figs,Grapefruit,Guava,Kumquats,Lemons,Lime,Mandarins,Mulberries,Nectarines,Oranges,Passion Fruit,Peaches,Persimmon,Plums,Pomegranates,Strawberries,Nuts,Macadamia Nuts,Walnuts,Fodder And Grassland,Grassland,Other Crops,Other Annual Crops",20150105,,Apricot Lane Farms,1,,"Farmers John and Molly Chester lead Apricot Lane Farms in practicing organic and biodynamic farming techniques to create healthy soils that in turn produce nutrient dense foods. We do this without the use of pesticides and harmful chemical inputs on our plants and trees. We never feed our animals hormones, antibiotics, soy or GMOs. Resting on over 200 acres of beautiful rolling countryside, we are just 45 minutes north of Los Angeles and 25 minutes east of Ventura, CA.","
           “...under the pavement the soil is dreaming of grass.”
           ",www.apricotlanefarms.com
,"1931 Route 9
Germantown, NY 12526, United States",Wholesale Organic Distributor | ,"Fruit,Apples,Blackberries,Blueberries,Currants Black,Gooseberries,Raspberries,Strawberries,Vegetables,Asparagus,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chicory Root,Chinese Cabbage,Cucumbers,Dandelion,Endive,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Okra,Parsnips,Peas Green,Pepper Capsicum,Potatoes,Pumpkin,Radicchio,Radishes Red,Rhubarb,Shallots,Spinach,Sweet Potatoes,Tomatoes,Turnips,Herbs And Spices,Basil,Chives,Cress,Dill,Fennel Spice,Lemon Balm,Mint,Mustard,Oregano,Parsley,Sage,Savory,Tarragon,Thyme,Legumes,Beans,Oil Crops,Sunflowers,Other Crops,Flowers",20151023,,"Angello's Distributing, Inc.",1,"Meat And Eggs,Pork,Packed Fruit And Vegetables,Box Scheme Fruit And Vegetables",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",angellosdistributing.com
,"3270 W. Post Road
Las Vegas, NV 89118, United States",,,20141115,,"Aqueous Labs, Inc.",3,Other Plant Products,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
75 Acres,"20 Palmer Avenue
Cottage Grove, OR 97424, United States",Biodynamic and Organic Seed Distribution | Farm | Nursery | ,"Seeds And Seedlings,Seeds,Vegetable Seeds",20170524,info@territorialseed.com,Territorial Seed Company,2,,"Intrigued by the fact that Biodynamic seed performed exceedingly well in Territorial’s vegetable trials, Tom traveled to Europe to visit large and small Biodynamic seed growers that had implemented Biodynamic practices. He saw the advantage of Biodynamic grown seed, and the need to bring Biodynamic farming practices and techniques to the US. The Biodynamic farms produced bountiful crops, and the seeds harvested from these crops had exceptional vigor. These farms were able to produce crops and seeds in a way that was much more “whole farm” sustainable than current organic practices. In fact, they were light years beyond. Tom often refers to Biodynamic as “beyond organic.”
Upon returning to the US, Tom began the process of certifying Territorial Seed’s organic farm as Biodynamic. Through a process that took over two years, the entire farm has achieved Stellar Organic certification and the coveted International Demeter Biodynamic Certification.
Territorial Seed Company is bringing Biodynamic vegetable seed to the home gardener through their new Sero Biodynamic Seed product line.
Cropped: 40 Acres
Total Acreage: 75 Acres","
           “The future of gardening from the wisdom of the past.”
           
         ",www.SeroSeed.com
,"621 Old Route 17
Monticello, NY 12701, United States",,"Fruit,Apples,Pears,Strawberries,Vegetables,Artichokes,Asparagus,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chicory Root,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radicchio,Radishes Red,Rhubarb,Shallots,Spinach,Spring Onions,Turnips,Watermelons,Herbs And Spices,Arnica,Basil,Bay Leaf,Bee Balm,Calendula,Caraway,Chamomile,Chives,Coriander,Dill,Echinacea,Fennel Spice,Hyssop,Lavender,Lemon Balm,Lemongrass,Mallow,Marjoram,Medicinal Herbs,Mint,Mustard,Nettle,Oregano,Paprika,Parsley,Pepper Spice,Rosemary,Sage,Savory,Sorrel,Stevia,St. John's Wort,Tarragon,Thyme,Valerian,Verbena,Legumes,Beans,Peas,Vetch,Grains,Millet,Sweet Corn,Fodder And Grassland,Fodder Crops,Oil Crops,Castor,Poppy,Other Crops,Flowers,Tobacco,Other Annual Crops",20170524,,Thanksgiving Farm,6,"Herbs And Spices And Salt,Basil,Caraway,Coriander,Fennel,Garlic,Marjoram,Oregano,Onion,Pepper Red,Rosemary,Spices Mixed,Thyme,Other Spices,Other Herbs,Nuts And Dried Fruits,Apples Dried,Tea,Herbal Tea",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"1650 Corporate Circle Suite 200
Petaluma, CA 94955",,,20151023,,Amy's Kitchen,1,"Frozen Convenience Products,Frozen Ready Meals",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"13139 Daisy Blue Mine Road
Nevada City, CA 95959, United States",,"Fruit,Apples,Apricots,Blackberries,Cherries,Peaches,Pears,Vegetables,Dandelion,Garlic,Onions,Pepper Capsicum,Herbs And Spices,Basil,Borage,Calendula,Chamomile,Dill,Echinacea,Herbs,Hibiscus,Jasmine,Lavender,Medicinal Herbs,Peppermint,Rosemary,Sage,St. John's Wort,Thyme,Valerian,Nuts,Almonds,Legumes,Clover White,Grains,Sweet Corn,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops,Other Permanent Crops",20170524,,Terra Flora Gardens,1,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
