acreage,address,business,crops,date,email,link,name,phone,processed_products,profile,state,vineyard,website,winery
,"13139 Daisy Blue Mine Road
Nevada City, CA 95959, United States",,"Fruit,Apples,Apricots,Blackberries,Cherries,Peaches,Pears,Vegetables,Dandelion,Garlic,Onions,Pepper Capsicum,Herbs And Spices,Basil,Borage,Calendula,Chamomile,Dill,Echinacea,Herbs,Hibiscus,Jasmine,Lavender,Medicinal Herbs,Peppermint,Rosemary,Sage,St. John's Wort,Thyme,Valerian,Nuts,Almonds,Legumes,Clover White,Grains,Sweet Corn,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops,Other Permanent Crops",2017-06-25,,https://web.archive.org/web/20170625193916/http://www.biodynamicfood.org:80/biodynamic/terra-flora-farm,Terra Flora Gardens,530-265-0258,,,CA,,,
,"10 White Birch Road
Copake, NY 12516, United States",,"Seeds And Seedlings,Flower Seeds,Seeds,Vegetable Seeds",2017-07-27,Turtle@TurtleTreeSeed.org ,https://web.archive.org/web/20170727192629/http://www.biodynamicfood.org:80/biodynamic/turtle-tree-seed,Turtle Tree Seed,518-329-3038,,,NY,,turtletreeseed.org/,
,"5 Hamilton Landing, Suite 100
Novato, CA 94949",Organic Beverages | ,,2017-07-26,wholesale@republicoftea.com,https://web.archive.org/web/20170726215232/http://www.biodynamicfood.org:80/biodynamic/republic-of-tea,The Republic of Tea,1.800.298.4832,"Tea,Herbal Tea,Chai Tea,Black Tea,Green Tea,Speciality Teas","The Republic of Tea enriches people’s lives through its premium teas, education and innovation, as it emphasizes a “Sip by Sip Rather Than Gulp by Gulp” lifestyle. Founded in 1992, The Republic of Tea sparked a specialty tea revolution. Today the brand offers an unequaled selection of the highest-quality teas, herbal blends, books and nature-inspired sip ware, available exclusively at specialty retailers throughout the U.S. Further, The Republic of Tea is mindful of how its actions impact the greater community and actively supports worthy organizations like the Whole Planet Foundation, the Prostate Cancer Foundation, Room to Read, Action Against Hunger, The Ethical Tea Partnership, Rainforest Alliance certification and Non-GMO Project verification. For more information, please visit www.REPUBLICofTEA.com or call 1.800.298.4832. Follow The Republic of Tea on Twitter at twitter.com/republicoftea and Like us on Facebook at www.facebook.com/RepublicofTea.",CA,,www.republicoftea.com,
,"80 Ring Road
Copake, NY 12516, United States",,"Fruit,Raspberries,Vegetables,Chicory Leaf-Witloof,Dandelion,Pepper Capsicum,Herbs And Spices,Basil,Calendula,Chamomile,Coriander,Dill,Fennel Spice,Horsetail,Lavender,Lemon Balm,Lovage,Mallow,Marjoram,Medicinal Herbs,Mustard,Nettle,Oregano,Parsley,Rosemary,Sage,Savory,Spices,Stevia,Tarragon,Thyme,Valerian,Grains,Oats",2017-07-26,,https://web.archive.org/web/20170726213405/http://www.biodynamicfood.org:80/biodynamic/the-healing-plant,The Healing Plant,518-329-2115,"Herbs And Spices And Salt,Caraway,Garlic,Spices Mixed,Other Herbs,Other Plant Extracts,Tea,Herbal Tea",,NY,,,
,"18501 Greenwood Road
Philo, CA 95466, United States",,"Fruit,Apples,Grapes,Peaches,Pears,Persimmon,Plums,Quinces,Raspberries,Vegetables,Artichokes,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chinese Cabbage,Cucumbers,Endive,Eggplant,Kale,Lettuce,Leek,Onions,Okra,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radicchio,Radishes Red,Silver Beet,Spinach,Spring Onions,Tomatoes,Turnips,Herbs And Spices,Arnica,Basil,Chamomile,Cress,Dill,Echinacea,Herbs,Hyssop,Lemon Balm,Nettle,Sage,Savory,Valerian,Legumes,Beans,Peas Green,Grains,Buckwheat,Sweet Corn,Seeds And Seedlings,Seeds,Vegetable Seeds,Other Crops,Other Annual Crops",2017-07-26,,https://web.archive.org/web/20170726215312/http://www.biodynamicfood.org:80/biodynamic/the-apple-farm,The Apple Farm,707-895-2333,,,CA,,,
,"621 Old Route 17
Monticello, NY 12701, United States",,"Fruit,Apples,Pears,Strawberries,Vegetables,Artichokes,Asparagus,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chicory Root,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radicchio,Radishes Red,Rhubarb,Shallots,Spinach,Spring Onions,Turnips,Watermelons,Herbs And Spices,Arnica,Basil,Bay Leaf,Bee Balm,Calendula,Caraway,Chamomile,Chives,Coriander,Dill,Echinacea,Fennel Spice,Hyssop,Lavender,Lemon Balm,Lemongrass,Mallow,Marjoram,Medicinal Herbs,Mint,Mustard,Nettle,Oregano,Paprika,Parsley,Pepper Spice,Rosemary,Sage,Savory,Sorrel,Stevia,St. John's Wort,Tarragon,Thyme,Valerian,Verbena,Legumes,Beans,Peas,Vetch,Grains,Millet,Sweet Corn,Fodder And Grassland,Fodder Crops,Oil Crops,Castor,Poppy,Other Crops,Flowers,Tobacco,Other Annual Crops",2017-07-26,,https://web.archive.org/web/20170726213107/http://www.biodynamicfood.org:80/biodynamic/thanksgiving-farm,Thanksgiving Farm,845-707-8384,"Herbs And Spices And Salt,Basil,Caraway,Coriander,Fennel,Garlic,Marjoram,Oregano,Onion,Pepper Red,Rosemary,Spices Mixed,Thyme,Other Spices,Other Herbs,Nuts And Dried Fruits,Apples Dried,Tea,Herbal Tea",,NY,,,
75 Acres,"20 Palmer Avenue
Cottage Grove, OR 97424, United States",Biodynamic and Organic Seed Distribution | Farm | Nursery | ,"Seeds And Seedlings,Seeds,Vegetable Seeds",2017-07-27,info@territorialseed.com,https://web.archive.org/web/20170727192914/http://www.biodynamicfood.org:80/biodynamic/territorial-seed-company,Territorial Seed Company,541-942-9547,,"Intrigued by the fact that Biodynamic seed performed exceedingly well in Territorial’s vegetable trials, Tom traveled to Europe to visit large and small Biodynamic seed growers that had implemented Biodynamic practices. He saw the advantage of Biodynamic grown seed, and the need to bring Biodynamic farming practices and techniques to the US. The Biodynamic farms produced bountiful crops, and the seeds harvested from these crops had exceptional vigor. These farms were able to produce crops and seeds in a way that was much more “whole farm” sustainable than current organic practices. In fact, they were light years beyond. Tom often refers to Biodynamic as “beyond organic.”
Upon returning to the US, Tom began the process of certifying Territorial Seed’s organic farm as Biodynamic. Through a process that took over two years, the entire farm has achieved Stellar Organic certification and the coveted International Demeter Biodynamic Certification.
Territorial Seed Company is bringing Biodynamic vegetable seed to the home gardener through their new Sero Biodynamic Seed product line.
Cropped: 40 Acres
Total Acreage: 75 Acres",OR,,www.SeroSeed.com,
,"13139 Daisy Blue Mine Road
Nevada City, CA 95959, United States",,"Fruit,Apples,Apricots,Blackberries,Cherries,Peaches,Pears,Vegetables,Dandelion,Garlic,Onions,Pepper Capsicum,Herbs And Spices,Basil,Borage,Calendula,Chamomile,Dill,Echinacea,Herbs,Hibiscus,Jasmine,Lavender,Medicinal Herbs,Peppermint,Rosemary,Sage,St. John's Wort,Thyme,Valerian,Nuts,Almonds,Legumes,Clover White,Grains,Sweet Corn,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops,Other Permanent Crops",2017-08-01,,https://web.archive.org/web/20170801214738/http://www.biodynamicfood.org:80/biodynamic/terra-flora-farm,Terra Flora Gardens,530-265-0258,,,CA,,,
,"10 White Birch Road
Copake, NY 12516, United States",,"Seeds And Seedlings,Flower Seeds,Seeds,Vegetable Seeds",2017-08-28,Turtle@TurtleTreeSeed.org ,https://web.archive.org/web/20170828112809/http://www.biodynamicfood.org:80/biodynamic/turtle-tree-seed,Turtle Tree Seed,518-329-3038,,,NY,,turtletreeseed.org/,
75 Acres,"20 Palmer Avenue
Cottage Grove, OR 97424, United States",Biodynamic and Organic Seed Distribution | Farm | Nursery | ,"Seeds And Seedlings,Seeds,Vegetable Seeds",2017-08-28,info@territorialseed.com,https://web.archive.org/web/20170828113846/http://www.biodynamicfood.org:80/biodynamic/territorial-seed-company,Territorial Seed Company,541-942-9547,,"Intrigued by the fact that Biodynamic seed performed exceedingly well in Territorial’s vegetable trials, Tom traveled to Europe to visit large and small Biodynamic seed growers that had implemented Biodynamic practices. He saw the advantage of Biodynamic grown seed, and the need to bring Biodynamic farming practices and techniques to the US. The Biodynamic farms produced bountiful crops, and the seeds harvested from these crops had exceptional vigor. These farms were able to produce crops and seeds in a way that was much more “whole farm” sustainable than current organic practices. In fact, they were light years beyond. Tom often refers to Biodynamic as “beyond organic.”
Upon returning to the US, Tom began the process of certifying Territorial Seed’s organic farm as Biodynamic. Through a process that took over two years, the entire farm has achieved Stellar Organic certification and the coveted International Demeter Biodynamic Certification.
Territorial Seed Company is bringing Biodynamic vegetable seed to the home gardener through their new Sero Biodynamic Seed product line.
Cropped: 40 Acres
Total Acreage: 75 Acres",OR,,www.SeroSeed.com,
,"10 White Birch Road
Copake, NY 12516, United States",,"Seeds And Seedlings,Flower Seeds,Seeds,Vegetable Seeds",2017-09-28,Turtle@TurtleTreeSeed.org ,https://web.archive.org/web/20170928120930/http://www.biodynamicfood.org:80/biodynamic/turtle-tree-seed,Turtle Tree Seed,518-329-3038,,,NY,,turtletreeseed.org/,
75 Acres,"20 Palmer Avenue
Cottage Grove, OR 97424, United States",Biodynamic and Organic Seed Distribution | Farm | Nursery | ,"Seeds And Seedlings,Seeds,Vegetable Seeds",2017-09-28,info@territorialseed.com,https://web.archive.org/web/20170928114529/http://www.biodynamicfood.org:80/biodynamic/territorial-seed-company,Territorial Seed Company,541-942-9547,,"Intrigued by the fact that Biodynamic seed performed exceedingly well in Territorial’s vegetable trials, Tom traveled to Europe to visit large and small Biodynamic seed growers that had implemented Biodynamic practices. He saw the advantage of Biodynamic grown seed, and the need to bring Biodynamic farming practices and techniques to the US. The Biodynamic farms produced bountiful crops, and the seeds harvested from these crops had exceptional vigor. These farms were able to produce crops and seeds in a way that was much more “whole farm” sustainable than current organic practices. In fact, they were light years beyond. Tom often refers to Biodynamic as “beyond organic.”
Upon returning to the US, Tom began the process of certifying Territorial Seed’s organic farm as Biodynamic. Through a process that took over two years, the entire farm has achieved Stellar Organic certification and the coveted International Demeter Biodynamic Certification.
Territorial Seed Company is bringing Biodynamic vegetable seed to the home gardener through their new Sero Biodynamic Seed product line.
Cropped: 40 Acres
Total Acreage: 75 Acres",OR,,www.SeroSeed.com,
52 Acres,"8707 Art Road
Cedar Grove, NC 27231, United States",Farm | ,"Fruit,Apples,Blackberries,Blueberries,Figs,Grapes,Grapes Table,Persimmon,Plums,Raspberries,Strawberries,Vegetables,Artichokes,Asparagus,Broccoli,Cucumbers,Garlic,Kale,Melons,Pepper Capsicum,Potatoes,Radishes Red,Savoy Cabbage,Silver Beet,Sweet Potatoes,Tomatoes,Turnips,Watermelons,Herbs And Spices,Parsley,Legumes,Beans,Other Crops,Mushrooms,Other Annual Crops",2015-01-05,,https://web.archive.org/web/20150105051217/http://www.biodynamicfood.org:80/biodynamic/whitted-bowers-farm,Whitted Bowers Farm,919-732-5132,,"Whitted Bowers Farm is a 52 acre Biodynamic® family farm located in the Piedmont region of North Carolina.  The farm is approximately 20 miles north of Chapel Hill and Durham.  We grow a wide variety of crops and specialize in heirloom small fruit and specialty vegetables.  We sell our produce at the Carrboro and Eno River Farmers' Markets as well as to local restaurants and herbalists.  In May, we open the farm up for U-pick strawberries and blueberries.
Cropped: 20 Acres
Total Acreage: 52 Acres",NC,,www.whittedbowersfarm.com,
80 Acres,"5511 East Valley Road
Alfred Station, NY 14803, United States",,"Fruit,Apples,Cherries,Peaches,Pears,Plums,Vegetables,Beetroot,Broccoli,Cucumbers,Lettuce,Melons,Peas Green,Pumpkin,Radishes Red,Turnips,Legumes,Beans,Fodder And Grassland,Fodder Crops,Other Crops,Ornamental Plants,Other Annual Crops",2017-05-25,,https://web.archive.org/web/20170525114030/http://www.biodynamicfood.org:80/biodynamic/yellow-barn-farm,Yellow Barn Farm,(607) 324-2200,,"When we started Yellow Barn Biodynamic Farm our goal was to feed our kids the purest food possible. Sustainable agriculture had been the intersections of our passions and careers importing and distributing organic foods, however we'd never been farmers.
Our rural home was on 20 acres of land originally part of a larger farm established in the 1830s and abandoned following WWII. We have added neighboring acreage that was part of the original farm and today our family farm totals 80 acres located in New York State in Allegany county. We have an abundance of long forgotten old growth apple trees where we have cleared brush and thorns (multi floral rose, grrrrr!) to give them light and space. We've planted a small orchard with more apples, as well as peaches, cherries, apricots, and pears. We're in the process of establishing a vineyard. Recently we began to wild forage ramps and deliver to farm to fork restaurants in Manhattan and Brooklyn and leading retailers like Wegmans. This year we started to inoculate bolts of beech logs with mycelium to grow mushrooms. We have chickens and ducks and turkeys. We have raised pigs. We're learning more about cows and see their addition to the farm in the near future.
All parents worry about what they feed their kids. We felt a powerful impulse to nurture the land with and for them. We wanted to better understand what it meant to farm sustainably. We are learning as we go as a family, and increasingly our three children are leading projects around the farm. We participate in farmer trainings locally and attend Biodynamic Conferences to increase our understanding of farming to the Demeter standard. Sometimes it's difficult to separate play from work at the Yellow Barn Farm. We spend time together as a family, and we know our farmer!
Cropped: 5 Acres
Total Acreage: 80 Acres",NY,True,,
80 Acres,"5511 East Valley Road
Alfred Station, NY 14803, United States",,"Fruit,Apples,Cherries,Peaches,Pears,Plums,Vegetables,Beetroot,Broccoli,Cucumbers,Lettuce,Melons,Peas Green,Pumpkin,Radishes Red,Turnips,Legumes,Beans,Fodder And Grassland,Fodder Crops,Other Crops,Ornamental Plants,Other Annual Crops",2017-06-25,,https://web.archive.org/web/20170625193802/http://www.biodynamicfood.org:80/biodynamic/yellow-barn-farm,Yellow Barn Farm,(607) 324-2200,,"When we started Yellow Barn Biodynamic Farm our goal was to feed our kids the purest food possible. Sustainable agriculture had been the intersections of our passions and careers importing and distributing organic foods, however we'd never been farmers.
Our rural home was on 20 acres of land originally part of a larger farm established in the 1830s and abandoned following WWII. We have added neighboring acreage that was part of the original farm and today our family farm totals 80 acres located in New York State in Allegany county. We have an abundance of long forgotten old growth apple trees where we have cleared brush and thorns (multi floral rose, grrrrr!) to give them light and space. We've planted a small orchard with more apples, as well as peaches, cherries, apricots, and pears. We're in the process of establishing a vineyard. Recently we began to wild forage ramps and deliver to farm to fork restaurants in Manhattan and Brooklyn and leading retailers like Wegmans. This year we started to inoculate bolts of beech logs with mycelium to grow mushrooms. We have chickens and ducks and turkeys. We have raised pigs. We're learning more about cows and see their addition to the farm in the near future.
All parents worry about what they feed their kids. We felt a powerful impulse to nurture the land with and for them. We wanted to better understand what it meant to farm sustainably. We are learning as we go as a family, and increasingly our three children are leading projects around the farm. We participate in farmer trainings locally and attend Biodynamic Conferences to increase our understanding of farming to the Demeter standard. Sometimes it's difficult to separate play from work at the Yellow Barn Farm. We spend time together as a family, and we know our farmer!
Cropped: 5 Acres
Total Acreage: 80 Acres",NY,True,,
80 Acres,"5511 East Valley Road
Alfred Station, NY 14803, United States",,"Fruit,Apples,Cherries,Peaches,Pears,Plums,Vegetables,Beetroot,Broccoli,Cucumbers,Lettuce,Melons,Peas Green,Pumpkin,Radishes Red,Turnips,Legumes,Beans,Fodder And Grassland,Fodder Crops,Other Crops,Ornamental Plants,Other Annual Crops",2017-08-01,,https://web.archive.org/web/20170801202454/http://www.biodynamicfood.org:80/biodynamic/yellow-barn-farm,Yellow Barn Farm,(607) 324-2200,,"When we started Yellow Barn Biodynamic Farm our goal was to feed our kids the purest food possible. Sustainable agriculture had been the intersections of our passions and careers importing and distributing organic foods, however we'd never been farmers.
Our rural home was on 20 acres of land originally part of a larger farm established in the 1830s and abandoned following WWII. We have added neighboring acreage that was part of the original farm and today our family farm totals 80 acres located in New York State in Allegany county. We have an abundance of long forgotten old growth apple trees where we have cleared brush and thorns (multi floral rose, grrrrr!) to give them light and space. We've planted a small orchard with more apples, as well as peaches, cherries, apricots, and pears. We're in the process of establishing a vineyard. Recently we began to wild forage ramps and deliver to farm to fork restaurants in Manhattan and Brooklyn and leading retailers like Wegmans. This year we started to inoculate bolts of beech logs with mycelium to grow mushrooms. We have chickens and ducks and turkeys. We have raised pigs. We're learning more about cows and see their addition to the farm in the near future.
All parents worry about what they feed their kids. We felt a powerful impulse to nurture the land with and for them. We wanted to better understand what it meant to farm sustainably. We are learning as we go as a family, and increasingly our three children are leading projects around the farm. We participate in farmer trainings locally and attend Biodynamic Conferences to increase our understanding of farming to the Demeter standard. Sometimes it's difficult to separate play from work at the Yellow Barn Farm. We spend time together as a family, and we know our farmer!
Cropped: 5 Acres
Total Acreage: 80 Acres",NY,True,,
175 Acres,"4285 North Pacific Highway (99w)
Rickreall, OR 97371, United States",Vineyard | Winery | ,"Fruit,Grapes For Wine,Fodder And Grassland,Fodder Crops",2015-10-23,,https://web.archive.org/web/20151023083019/http://www.biodynamicfood.org:80/biodynamic/johan-vineyards,Johan Vineyards,866-379-6029,"Wine,Wine Red,Wine White","We are diligent. Our wines are inspired. We believe Oregon is a special place to make wine and we believe in our vineyards. We admire Burgundy, but we are not French and neither are our wines. We are not certain why we do everything we do, we can only say with confidence that we love wine and feel compelled to be involved.  The work of others in this field inspires us to continue our journey to produce Oregonian wines. In return we hope to inspire others with our work.
Rather than striving for a stylistic preference, we seek balance and energy in our wines. This energy is a mystery to us and we seek to understand and harness it. Our observations lead us to believe this energy exists in wines that are made from organic fruit sources combined with wild fermentations and minimal intervention. For this reason we farm our vineyards and craft our wines using organic and Biodynamic® methods.
We are educated in Enology, Viticulture, and International Business. Our training is used as a tool when needed. We work with determination, integrating our experience into the vineyard and winery to achieve harmony. Our method of work is largely philosophically based. Our decisions are guided by both instinct and observation. We believe that diversity in the biological ecosystem of the vineyard and winery is essential to achieve a true expression of terroir in wine.
Terroir is our guiding principle. We believe in letting nature take its course, but also view the dynamic of a vineyard and winery as being something that requires human involvement to form a unified system. Our goal is to understand and sustain the unity of this system in order to create original and compelling wines with a distinct sense of place. Our place is Johan Vineyards.
Cropped: 62 Acres
Total Acreage: 175 Acres",OR,True,www.johanvineyards.com,True
,"12141 Hewlitt & Sturtevant Road
Hopland, CA 94559, United States",,"Fruit,Grapes For Wine",2015-10-23,,https://web.archive.org/web/20151023083014/http://www.biodynamicfood.org:80/biodynamic/jeriko-vineyards-llc,"Jeriko Vineyards, LLC",707-744-1140,"Wine,Wine Red,Wine White",,CA,True,,True
,"16625 NE Hillside Drive
Newberg, OR 97115, United States",Biodynamic | Vineyard | Farm | ,"Fruit,Grapes For Wine",2015-10-23,,https://web.archive.org/web/20151023083009/http://www.biodynamicfood.org:80/biodynamic/jacob-hart-vineyard,Jacob Hart Vineyard,503-538-0666,,"Every vineyard has a story to tell. The French call it terroir, which refers to a sense of place, the sum of the geographical effects that influence the grape and in the end, the wine made from it. The Jacob-Hart Vineyard is no exception; it is an excellent storyteller if you know how to listen. Named in honor of REX HILL's founders, Jan Jacobsen & Paul Hart, the Jacob-Hart Vineyard was purchased in 1987. An old turkey farm, the land found tangible results growing grapes. Located on a warm southeast facing slope of the Chehalem Ridge, fruit at this vineyard is harvested a week or two before other REX HILL Pinot Noir sites. This beautiful vineyard offers both volcanic and sedimentary soils; to have both soil types in one vineyard is extremely unusual in the Willamette Valley. In places, the earth is so rocky that the vines were planted using a pickaxe instead of a shovel and it cannot be farmed with a tractor. These prized blocks produce the exceptional fruit that comprises Jacob-Hart Vineyard selections while most of the remainder provides the basic structure for our Reserve wines.",OR,True,www.rexhill.com/Winery---Vineyards/Jacob-Hart-Vineyard,
71 Acres,"26567 North Road
Hotchkiss, CO 81419, United States",Vineyards/hopyards/livestock/winery/distillery | ,"Fruit,Grapes For Wine,Other Crops,Hops",2015-10-23,,https://web.archive.org/web/20151023083004/http://www.biodynamicfood.org:80/biodynamic/jack-rabbit-hill-llc,"Jack Rabbit Hill, LLC",970-361-4249,"Wine,Wine Red,Wine White","Jack Rabbit Hill Farm is 70-acre diversified farm near Hotchkiss in western Colorado, and is the home of Jack Rabbit Hill estate wines, Peak Spirits Distillery-makers of CapRock, WineTapistry keg wines for restaurants, and Jack Rabbit Hops for craft brewers.
Cropped: 30 Acres
Total Acreage: 71 Acres",CO,True,www.jackrabbithill.com,True
71 Acres,"26567 North Road
Hotchkiss, CO 81419, United States",Vineyards/hopyards/livestock/winery/distillery | ,"Fruit,Grapes For Wine,Other Crops,Hops",2016-12-07,anna@jackrabbithill.com,https://web.archive.org/web/20161207183144/http://www.biodynamicfood.org:80/biodynamic/jack-rabbit-hill-llc,"Jack Rabbit Hill, LLC",970-361-4249,"Wine,Wine Red,Wine White","Jack Rabbit Hill Farm is 70-acre diversified farm near Hotchkiss in western Colorado, and is the home of Jack Rabbit Hill estate wines, Peak Spirits Distillery-makers of CapRock, WineTapistry keg wines for restaurants, and Jack Rabbit Hops for craft brewers.
Cropped: 30 Acres
Total Acreage: 71 Acres",CO,True,www.jackrabbithill.com,True
1800 acres Acres,"Route 1, 4473 55th Avenue SE
Medina, ND 58467, United States",Farm | ,"Grains,Barley,Rye,Wheat,Fodder And Grassland,Fodder Crops,Oil Crops,Flax",2015-10-23,,https://web.archive.org/web/20151023082837/http://www.biodynamicfood.org:80/biodynamic/kirschenmann-family-farms,Kirschenmann Family Farms,515-292-6287,,"Kirschenmann Family Farms is a diversified small grain and livestock farm located in South Central North Dakota.  It began its transition to an organic farm in 1976 and became certified Biodynamic in 1982.  The farm has a long-standing relationship with Rockwell Organic which markets most of its grain and now has a Biodynamic wheat flour on the market made exclusively from our farm's wheat.
Cropped: 870 acres Acres
Total Acreage: 1800 acres Acres",ND,,,
200 Acres,"5100 SouthEast Rice Lane
Amity, OR 97101, United States",Vineyard | Winery | ,"Fruit,Grapes For Wine",2015-10-23,,https://web.archive.org/web/20151023083024/http://www.biodynamicfood.org:80/biodynamic/keeler-estate-vineyard,Keeler Estate Vineyard,503-550-0308,,"Keeler Estate Vineyard is located in the Willamette Valley of Oregon, with the snow capped Cascade Mountains to the East and the spectacular Coast of the Pacific Ocean to the West. The vineyard is part of the Eola-Amity AVA (American Viticultural Area), a wine region blessed with the cooling afternoon Van Duzer Winds from the ocean during the warm ripening season. This helps retain good acidity and balance in the fruit we grow in the volcanic, shallow soils of the area.
Our story begins in 1989 when Craig and Gabriele Keeler were searching for properties to begin a new chapter in their lives and decided to take a walk through a picturesque hillside in Amity, Oregon. When Gabriele saw, on this long time abandoned, overgrown with blackberries, piece of land, the view to the south with views of Mary's Peak and Oregon's coastal mountains she grabbed Craig's hand and said ""CK, this is the place!"".  In 1990 the Keeler family moved to their 200 acre property and through many years of hard work they transformed what was once fields of blackberry's, rocky terrain and dilapidated structures to what is today; a home and Keeler Estate Vineyard.  It's a truly magical place consisting of a thriving biodynamic vineyard, gardens, forest, lakes, streams, acres of landscaping and plenty room for entertaining.  You'll not want to miss an opportunity to visit us during our annual open house.  Open by appointment or for special events only.  Contact Gabriele at info@keelerestatevineyard.com.
Cropped: 36 Acres
Total Acreage: 200 Acres",OR,True,www.keelerestatevineyard.com,True
,"415 W Seven Stars Road
Phoenixville, PA 19460, United States",,"Vegetables,Beetroot,Broccoli,Carrots,Courgette,Cucumbers,Garlic,Leek,Melons,Okra,Pepper Capsicum,Pumpkin,Tomatoes,Watermelons,Herbs And Spices,Basil,Mustard,Parsley,Legumes,Beans,Peas Green,Seeds And Seedlings,Vegetable Seeds,Other Crops,Flowers,Other Annual Crops",2015-10-23,,https://web.archive.org/web/20151023082831/http://www.biodynamicfood.org:80/biodynamic/kimberton-csa,Kimberton CSA,610-933-8339,,,PA,,,
1800 acres Acres,"Route 1, 4473 55th Avenue SE
Medina, ND 58467, United States",Farm | ,"Grains,Rye,Wheat,Fodder And Grassland,Fodder Crops,Oil Crops,Flax",2015-01-05,,https://web.archive.org/web/20150105045608/http://www.biodynamicfood.org:80/biodynamic/kirschenmann-family-farms,Kirschenmann Family Farms,515-292-6287,"Cereals And Grains And Seeds,Linseed","Kirschenmann Family Farms is a diversified small grain and livestock farm located in South Central North Dakota.  It began its transition to an organic farm in 1976 and became certified Biodynamic in 1982.  The farm has a long-standing relationship with Rockwell Organic which markets most of its grain and now has a Biodynamic wheat flour on the market made exclusively from our farm's wheat.
Cropped: 870 acres Acres
Total Acreage: 1800 acres Acres",ND,,,
,"415 W Seven Stars Road
Phoenixville, PA 19460, United States",,"Vegetables,Beetroot,Broccoli,Carrots,Courgette,Cucumbers,Garlic,Leek,Melons,Okra,Pepper Capsicum,Pumpkin,Tomatoes,Watermelons,Herbs And Spices,Basil,Mustard,Parsley,Legumes,Beans,Peas Green,Seeds And Seedlings,Vegetable Seeds,Other Crops,Flowers,Other Annual Crops",2015-01-05,,https://web.archive.org/web/20150105045603/http://www.biodynamicfood.org:80/biodynamic/kimberton-csa,Kimberton CSA,610-933-8339,,,PA,,,
,"415 W Seven Stars Road
Phoenixville, PA 19460, United States",,"Vegetables,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Courgette,Cucumbers,Eggplant,Florence Fennel,Garlic,Kale,Lettuce,Leek,Melons,Onions,Okra,Pepper Capsicum,Pumpkin,Radishes Red,Tomatoes,Turnips,Watermelons,Herbs And Spices,Basil,Chives,Herbs,Mustard,Parsley,Legumes,Beans,Peas Green,Seeds And Seedlings,Vegetable Seeds,Other Crops,Flowers,Other Annual Crops",2017-07-06,,https://web.archive.org/web/20170706065234/http://www.biodynamicfood.org:80/biodynamic/kimberton-csa,Kimberton CSA,610-933-8339,,,PA,,,
,"5311 Midway
Richvale, CA 95974-0369",,,2015-10-24,,https://web.archive.org/web/20151024055801/http://www.biodynamicfood.org:80/biodynamic/lundberg-family-farms,Lundberg Family Farms,,Other Plant Products,,CA,,,
207 acres Acres,"Apartado 158-4400 Ciudad Quesada
San Carlos,  Costa Rica",Retail/Wholesale | Biodynamic | Organic Food Producer and Vendor | Medicinal Herb Garden and Apothecary | Agriculture Education | Farm | ,"Vegetables,Pepper Capsicum,Herbs And Spices,Curcuma,Ginger,Other Crops,Tea,Other Permanent Crops",2015-10-23,,https://web.archive.org/web/20151023082847/http://www.biodynamicfood.org:80/biodynamic/luna-nueva-extractos-de-costa-rica,Luna Nueva Extractos de Costa Rica,USA / Canada: 1-800-903-3470  Costa Rica: 011-506-2468-4006,,"Company Mission
""To provide a hosting service, cuisine and quality educational tours offering our guests an unique experience in harmony with nature, sharing our expertise in Biodynamic and organic production.""
Company Vision
""To be recognized nationally and internationally as a tourist business using sustainable practices and environmental preservation.""
Finca Luna Nueva is a living classroom where people can come to study and learn. This is the essence of what makes this place so very special: diversity. Biodiversity of the rainforest and the bright assortment of individuals that find their way to us.
The tapestry of Finca Luna Nueva has been woven with nothing less than miraculous individuals, both local and foreign, integrating to create a place to teach and inspire.  The farm is alive with energy and excitement from the biodynamic method we employ and by the sacred bond we have with the land and the preservation of our most precious natural resource: the rain forest.
We honor the farmers of Finca Luna Nueva who, largely unseen by the world, are contributing to the seed-saving and organic movement and supporting rainforest preservation.
Progressive farmers, scientists and teachers worldwide come to Finca Luna Nueva to experience the “beating green heart.” These thinkers and philosophers are attracted to the energy and nutritional density of our food and the phytochemical richness of our Biodynamic herbs.
Currently, Finca Luna Nueva is developing projects and tours that include working with raw, Biodynamic cacao, extensive permaculture, aquaculture, animal husbandry, yoga, making fun treats like ginger candy and Mamon chino “frutas de rollos.”
We are the home to a beautiful conference center where people can come to work and play. To meet our farm and our people is to love our farm and our people.
We are more than just a farm or just an eco-lodge. Finca Luna Nueva is a destination for universities, graduate students, professors, families, scientists and anyone who wants to learn more about where their food comes from, regenerative farming and carbon sequestration, and preservation of biodiversity.
Cropped: 57 acres Acres
Total Acreage: 207 acres Acres",,,fincalunanuevalodge.com/index.php,
